date,geo,sales_value,sales_units
2024-08-01,DMA_002,56329.01,1079
2024-08-01,DMA_003,58369.83,1280
2024-08-01,DMA_004,74831.7,1590
2024-08-01,DMA_005,79537.34,1709
2024-08-01,DMA_006,92445.84,1720
2024-08-01,DMA_007,101172.85,1969
2024-08-01,DMA_008,117041.43,2508
2024-08-01,DMA_009,126934.21,2713
2024-08-01,DMA_010,144264.24,2752
2024-08-02,DMA_001,41571.25,807
2024-08-02,DMA_002,50630.56,955
2024-08-02,DMA_003,63299.48,1300
2024-08-02,DMA_004,70355.14,1287
2024-08-02,DMA_005,79593.67,1469
2024-08-02,DMA_006,83498.15,1653
2024-08-02,DMA_007,103581.28,1902
2024-08-02,DMA_008,110268.96,2335
2024-08-02,DMA_009,119531.2,2237
2024-08-02,DMA_010,124449.21,2529
2024-08-03,DMA_001,48138.94,928
2024-08-03,DMA_002,57436.26,1121
2024-08-03,DMA_003,70722.14,1340
2024-08-03,DMA_004,81489.16,1720
2024-08-03,DMA_005,89775.05,1975
2024-08-03,DMA_006,99685.16,2214
2024-08-03,DMA_007,117574.38,2249
2024-08-03,DMA_008,121232.58,2516
2024-08-03,DMA_009,135211.76,2467
2024-08-03,DMA_010,139708.59,2764
2024-08-04,DMA_001,44795.03,819
2024-08-04,DMA_002,56809.36,1056
2024-08-04,DMA_003,68303.05,1343
2024-08-04,DMA_004,71101.36,1397
2024-08-04,DMA_005,90843.99,1966
2024-08-04,DMA_006,101882.08,1991
2024-08-04,DMA_007,114489.63,2292
2024-08-04,DMA_008,118065.74,2464
2024-08-04,DMA_009,131706.54,2707
2024-08-04,DMA_010,156211.36,3412
2024-08-05,DMA_001,41096.8,861
2024-08-05,DMA_002,49916.8,1059
2024-08-05,DMA_003,61851.9,1239
2024-08-05,DMA_004,67017.32,1305
2024-08-05,DMA_005,89957.67,1678
2024-08-05,DMA_006,87213.78,1915
2024-08-05,DMA_007,91457.57,1947
2024-08-05,DMA_008,112206.71,2348
2024-08-05,DMA_009,109859.92,2178
2024-08-05,DMA_010,125754.19,2362
2024-08-06,DMA_001,41325.53,833
2024-08-06,DMA_002,51175.52,967
2024-08-06,DMA_003,58224.32,1280
2024-08-06,DMA_004,69610.21,1361
2024-08-06,DMA_005,70834.08,1297
2024-08-06,DMA_006,89174.84,1681
2024-08-06,DMA_007,102186.27,1906
2024-08-06,DMA_008,106561.18,1987
2024-08-06,DMA_009,116975.41,2420
2024-08-06,DMA_010,133632.26,2479
2024-08-07,DMA_001,40437.47,882
2024-08-07,DMA_002,47353.4,904
2024-08-07,DMA_003,66131.69,1372
2024-08-07,DMA_004,72797.34,1393
2024-08-07,DMA_005,82206.1,1825
2024-08-07,DMA_006,90260.32,1750
2024-08-07,DMA_007,97542.2,1925
2024-08-07,DMA_008,106305.42,2173
2024-08-07,DMA_009,108107.32,2050
2024-08-07,DMA_010,129593.43,2521
2024-08-08,DMA_001,45370.75,862
2024-08-08,DMA_002,52905.26,1046
2024-08-08,DMA_003,59546.44,1293
2024-08-08,DMA_004,68425.13,1467
2024-08-08,DMA_005,79871.36,1533
2024-08-08,DMA_006,86567.17,1863
2024-08-08,DMA_007,98834.79,1806
2024-08-08,DMA_008,105758.1,2073
2024-08-08,DMA_009,116399.06,2144
2024-08-08,DMA_010,131470.1,2664
2024-08-09,DMA_001,41944.3,791
2024-08-09,DMA_002,46412.76,877
2024-08-09,DMA_003,57492.49,1237
2024-08-09,DMA_004,69082.36,1448
2024-08-09,DMA_005,74689.58,1400
2024-08-09,DMA_006,92550.43,1782
2024-08-09,DMA_007,98803.55,1947
2024-08-09,DMA_008,115118.51,2432
2024-08-09,DMA_009,125695.31,2668
2024-08-09,DMA_010,123185.4,2510
2024-08-10,DMA_001,48538.12,1053
2024-08-10,DMA_002,55646.66,1040
2024-08-10,DMA_003,68236.76,1399
2024-08-10,DMA_004,77449.15,1673
2024-08-10,DMA_005,91897.46,1805
2024-08-10,DMA_006,101201.86,2153
2024-08-10,DMA_007,113323.57,2513
2024-08-10,DMA_008,129027.97,2806
2024-08-10,DMA_009,125336.72,2623
2024-08-10,DMA_010,150761.81,3091
2024-08-11,DMA_001,48424.07,1016
2024-08-11,DMA_002,59173.67,1125
2024-08-11,DMA_003,66234.65,1224
2024-08-11,DMA_004,77129.92,1564
2024-08-11,DMA_005,85521.7,1857
2024-08-11,DMA_006,102758.53,1958
2024-08-11,DMA_007,115315.94,2330
2024-08-11,DMA_008,130123.11,2426
2024-08-11,DMA_009,136823.8,2909
2024-08-11,DMA_010,142127.3,3075
2024-08-12,DMA_001,39864.11,772
2024-08-12,DMA_002,48025.01,1031
2024-08-12,DMA_003,63738.21,1331
2024-08-12,DMA_004,64510.6,1317
2024-08-12,DMA_005,79472.24,1454
2024-08-12,DMA_006,90759.64,1742
2024-08-12,DMA_007,99032.03,2098
2024-08-12,DMA_008,117718.48,2165
2024-08-12,DMA_009,110993.84,2299
2024-08-12,DMA_010,118433.04,2554
2024-08-13,DMA_001,44532.53,829
2024-08-13,DMA_002,52783.56,1066
2024-08-13,DMA_003,60505.3,1298
2024-08-13,DMA_004,68838.77,1364
2024-08-13,DMA_005,76318.62,1428
2024-08-13,DMA_006,97025.94,1851
2024-08-13,DMA_007,96833.95,1988
2024-08-13,DMA_008,107791.44,2069
2024-08-13,DMA_009,119599.68,2497
2024-08-13,DMA_010,135428.64,2856
2024-08-14,DMA_001,39892.67,873
2024-08-14,DMA_002,51713.51,1054
2024-08-14,DMA_003,61736.1,1155
2024-08-14,DMA_004,69220.93,1410
2024-08-14,DMA_005,80418.88,1759
2024-08-14,DMA_006,92150.12,1802
2024-08-14,DMA_007,99882.51,1854
2024-08-14,DMA_008,105226.73,2099
2024-08-14,DMA_009,111363.59,2296
2024-08-14,DMA_010,124202.24,2304
2024-08-15,DMA_001,39591.95,748
2024-08-15,DMA_002,47607.24,1047
2024-08-15,DMA_003,59801.16,1328
2024-08-15,DMA_004,70591.55,1453
2024-08-15,DMA_005,82970.69,1544
2024-08-15,DMA_006,94437.51,1999
2024-08-15,DMA_007,100127.41,2011
2024-08-15,DMA_008,109812.28,2191
2024-08-15,DMA_009,106839.95,2054
2024-08-15,DMA_010,126151.6,2500
2024-08-16,DMA_001,41513.06,767
2024-08-16,DMA_002,52753.25,1057
2024-08-16,DMA_003,58469.15,1087
2024-08-16,DMA_004,70373.63,1301
2024-08-16,DMA_005,76055.83,1573
2024-08-16,DMA_006,86713.09,1844
2024-08-16,DMA_007,97916.69,1932
2024-08-16,DMA_008,110172.69,2148
2024-08-16,DMA_009,121408.6,2414
2024-08-16,DMA_010,116024.07,2518
2024-08-17,DMA_001,50001.44,917
2024-08-17,DMA_002,57033.96,1246
2024-08-17,DMA_003,70178.99,1436
2024-08-17,DMA_004,74032.31,1605
2024-08-17,DMA_005,80826.91,1550
2024-08-17,DMA_006,103933.58,1968
2024-08-17,DMA_007,102245.35,2141
2024-08-17,DMA_008,121484.97,2584
2024-08-17,DMA_009,114997.41,2331
2024-08-17,DMA_010,149378.4,2967
2024-08-18,DMA_001,43926.87,899
2024-08-18,DMA_002,58433.9,1293
2024-08-18,DMA_003,67023.08,1225
2024-08-18,DMA_004,81098.44,1508
2024-08-18,DMA_005,84069.73,1867
2024-08-18,DMA_006,104341.52,2102
2024-08-18,DMA_007,121382.31,2679
2024-08-18,DMA_008,122872.7,2450
2024-08-18,DMA_009,130228.5,2626
2024-08-18,DMA_010,154806.38,2914
2024-08-19,DMA_001,46214.03,877
2024-08-19,DMA_002,50513.95,942
2024-08-19,DMA_003,58895.89,1127
2024-08-19,DMA_004,72176.13,1591
2024-08-19,DMA_005,77252.6,1625
2024-08-19,DMA_006,95543.29,1762
2024-08-19,DMA_007,98476.76,1951
2024-08-19,DMA_008,111579.32,2292
2024-08-19,DMA_009,117234.98,2256
2024-08-19,DMA_010,121741.97,2641
2024-08-20,DMA_001,40257.71,875
2024-08-20,DMA_002,50307.26,1099
2024-08-20,DMA_003,66182.52,1339
2024-08-20,DMA_004,67923.82,1426
2024-08-20,DMA_005,76772.13,1686
2024-08-20,DMA_006,94855.06,2087
2024-08-20,DMA_007,95377.77,1973
2024-08-20,DMA_008,103616.54,1943
2024-08-20,DMA_009,127407.66,2780
2024-08-20,DMA_010,125164.72,2361
2024-08-21,DMA_001,37905.55,759
2024-08-21,DMA_002,48313.66,968
2024-08-21,DMA_003,60857.91,1306
2024-08-21,DMA_004,72848.45,1588
2024-08-21,DMA_005,85119.9,1767
2024-08-21,DMA_006,90763.9,1704
2024-08-21,DMA_007,101132.67,1903
2024-08-21,DMA_008,98505.21,2019
2024-08-21,DMA_009,115468.69,2128
2024-08-21,DMA_010,126888.83,2313
2024-08-22,DMA_001,44311.37,865
2024-08-22,DMA_002,52750.09,1093
2024-08-22,DMA_003,64431.57,1243
2024-08-22,DMA_004,66723.11,1216
2024-08-22,DMA_005,85512.35,1894
2024-08-22,DMA_006,90562.08,1732
2024-08-22,DMA_007,100098.93,1921
2024-08-22,DMA_008,100407.77,1892
2024-08-22,DMA_009,124031.39,2751
2024-08-22,DMA_010,131617.54,2677
2024-08-23,DMA_001,41705.74,879
2024-08-23,DMA_002,50077.15,1109
2024-08-23,DMA_003,64818.06,1284
2024-08-23,DMA_004,63605.62,1196
2024-08-23,DMA_005,75489.29,1433
2024-08-23,DMA_006,85834.87,1744
2024-08-23,DMA_007,98506.08,1936
2024-08-23,DMA_008,112952.65,2148
2024-08-23,DMA_009,114659.53,2345
2024-08-23,DMA_010,127826.83,2754
2024-08-24,DMA_001,44186.89,939
2024-08-24,DMA_002,54786.47,1000
2024-08-24,DMA_003,70157.44,1506
2024-08-24,DMA_004,76570.36,1531
2024-08-24,DMA_005,95249.77,1921
2024-08-24,DMA_006,101122.1,1899
2024-08-24,DMA_007,106412.93,1977
2024-08-24,DMA_008,118463.33,2517
2024-08-24,DMA_009,130619.85,2728
2024-08-24,DMA_010,146432.95,3166
2024-08-25,DMA_001,50315.5,969
2024-08-25,DMA_002,56067.31,1184
2024-08-25,DMA_003,59222.96,1128
2024-08-25,DMA_004,85057.43,1861
2024-08-25,DMA_005,86658.6,1679
2024-08-25,DMA_006,103869.92,2259
2024-08-25,DMA_007,116588.02,2444
2024-08-25,DMA_008,128403.71,2378
2024-08-25,DMA_009,149466.15,3136
2024-08-25,DMA_010,138826.43,2767
2024-08-26,DMA_001,40943.05,892
2024-08-26,DMA_002,50305.4,1047
2024-08-26,DMA_003,61237.66,1210
2024-08-26,DMA_004,74906.24,1515
2024-08-26,DMA_005,81787.23,1562
2024-08-26,DMA_006,90331.9,1922
2024-08-26,DMA_007,98593.13,2150
2024-08-26,DMA_008,113822.83,2102
2024-08-26,DMA_009,125831.81,2645
2024-08-26,DMA_010,125416.56,2642
2024-08-27,DMA_001,41297.63,868
2024-08-27,DMA_002,53709.29,1077
2024-08-27,DMA_003,56385.83,1223
2024-08-27,DMA_004,71219.53,1575
2024-08-27,DMA_005,82748.2,1569
2024-08-27,DMA_006,87199.98,1603
2024-08-27,DMA_007,92076.38,1821
2024-08-27,DMA_008,114024.17,2329
2024-08-27,DMA_009,126608.97,2387
2024-08-27,DMA_010,136883.74,2589
2024-08-28,DMA_001,43343.17,864
2024-08-28,DMA_002,52349.07,1127
2024-08-28,DMA_003,58259.0,1076
2024-08-28,DMA_004,73162.08,1600
2024-08-28,DMA_005,80228.65,1576
2024-08-28,DMA_006,84888.99,1680
2024-08-28,DMA_007,95568.98,1961
2024-08-28,DMA_008,104241.06,2122
2024-08-28,DMA_009,120730.18,2344
2024-08-28,DMA_010,129996.98,2809
2024-08-29,DMA_001,39340.49,767
2024-08-29,DMA_002,52922.47,999
2024-08-29,DMA_003,61987.71,1142
2024-08-29,DMA_004,69582.37,1528
2024-08-29,DMA_005,82637.2,1809
2024-08-29,DMA_006,98816.79,1930
2024-08-29,DMA_007,96538.18,1845
2024-08-29,DMA_008,108416.52,1973
2024-08-29,DMA_009,123413.63,2282
2024-08-29,DMA_010,136599.94,2598
2024-08-30,DMA_001,41090.35,893
2024-08-30,DMA_002,52196.83,966
2024-08-30,DMA_003,60670.67,1137
2024-08-30,DMA_004,70786.54,1296
2024-08-30,DMA_005,77147.99,1612
2024-08-30,DMA_006,87575.76,1704
2024-08-30,DMA_007,99917.67,2122
2024-08-30,DMA_008,112808.88,2333
2024-08-30,DMA_009,111116.38,2132
2024-08-30,DMA_010,128671.04,2453
2024-08-31,DMA_001,52999.07,1113
2024-08-31,DMA_002,60168.38,1256
2024-08-31,DMA_003,68290.09,1405
2024-08-31,DMA_004,73992.97,1559
2024-08-31,DMA_005,90034.21,1967
2024-08-31,DMA_006,97173.66,1859
2024-08-31,DMA_007,102501.07,1987
2024-08-31,DMA_008,129194.78,2533
2024-08-31,DMA_009,138574.45,2536
2024-08-31,DMA_010,144274.26,2724
2024-09-01,DMA_001,38502.72,705
2024-09-01,DMA_002,50767.8,1028
2024-09-01,DMA_003,55077.29,1026
2024-09-01,DMA_004,67671.85,1465
2024-09-01,DMA_005,77458.56,1693
2024-09-01,DMA_006,86578.29,1815
2024-09-01,DMA_007,97362.47,1803
2024-09-01,DMA_008,103968.0,2088
2024-09-01,DMA_009,106146.58,2160
2024-09-01,DMA_010,111287.18,2187
2024-09-02,DMA_001,36713.39,708
2024-09-02,DMA_002,44656.92,837
2024-09-02,DMA_003,51445.37,1132
2024-09-02,DMA_004,58183.38,1243
2024-09-02,DMA_005,71281.53,1526
2024-09-02,DMA_006,73024.48,1351
2024-09-02,DMA_007,76864.97,1439
2024-09-02,DMA_008,88767.08,1870
2024-09-02,DMA_009,101371.67,2016
2024-09-02,DMA_010,97994.79,2019
2024-09-03,DMA_001,32703.92,687
2024-09-03,DMA_002,43581.27,898
2024-09-03,DMA_003,56655.09,1157
2024-09-03,DMA_004,58023.81,1150
2024-09-03,DMA_005,68110.88,1247
2024-09-03,DMA_006,70502.89,1343
2024-09-03,DMA_007,86569.1,1794
2024-09-03,DMA_008,87564.04,1813
2024-09-03,DMA_009,102396.23,2275
2024-09-03,DMA_010,99666.22,2204
2024-09-04,DMA_001,33181.81,626
2024-09-04,DMA_002,44885.3,875
2024-09-04,DMA_003,50571.95,945
2024-09-04,DMA_004,63612.32,1324
2024-09-04,DMA_005,64881.27,1220
2024-09-04,DMA_006,71035.25,1534
2024-09-04,DMA_007,75986.66,1492
2024-09-04,DMA_008,92343.52,1679
2024-09-04,DMA_009,96354.03,1775
2024-09-04,DMA_010,110432.34,2279
2024-09-05,DMA_001,35514.65,663
2024-09-05,DMA_002,43054.29,869
2024-09-05,DMA_003,50448.17,982
2024-09-05,DMA_004,55724.1,1178
2024-09-05,DMA_005,68533.19,1350
2024-09-05,DMA_006,80632.11,1534
2024-09-05,DMA_007,80074.92,1663
2024-09-05,DMA_008,93907.22,1825
2024-09-05,DMA_009,97393.01,1858
2024-09-05,DMA_010,92278.3,1815
2024-09-06,DMA_001,36142.83,716
2024-09-06,DMA_002,39563.6,854
2024-09-06,DMA_003,52830.64,1157
2024-09-06,DMA_004,63401.27,1365
2024-09-06,DMA_005,68371.3,1479
2024-09-06,DMA_006,69880.24,1480
2024-09-06,DMA_007,83756.86,1652
2024-09-06,DMA_008,94236.29,1989
2024-09-06,DMA_009,92040.46,1831
2024-09-06,DMA_010,107830.45,2047
2024-09-07,DMA_001,36110.99,694
2024-09-07,DMA_002,49996.89,1030
2024-09-07,DMA_003,54875.52,1098
2024-09-07,DMA_004,62188.13,1187
2024-09-07,DMA_005,73558.81,1455
2024-09-07,DMA_006,84678.59,1806
2024-09-07,DMA_007,96227.68,1993
2024-09-07,DMA_008,91757.81,1736
2024-09-07,DMA_009,110635.12,2119
2024-09-07,DMA_010,117361.99,2140
2024-09-08,DMA_001,41394.77,829
2024-09-08,DMA_002,48526.89,882
2024-09-08,DMA_003,58638.39,1163
2024-09-08,DMA_004,68546.68,1262
2024-09-08,DMA_005,77990.78,1573
2024-09-08,DMA_006,85821.93,1735
2024-09-08,DMA_007,98122.05,2139
2024-09-08,DMA_008,102818.7,2103
2024-09-08,DMA_009,115744.83,2328
2024-09-08,DMA_010,117791.36,2371
2024-09-09,DMA_001,34898.62,702
2024-09-09,DMA_002,40847.0,877
2024-09-09,DMA_003,51650.76,949
2024-09-09,DMA_004,62166.88,1241
2024-09-09,DMA_005,62340.83,1239
2024-09-09,DMA_006,79504.53,1641
2024-09-09,DMA_007,80475.29,1714
2024-09-09,DMA_008,89843.57,1924
2024-09-09,DMA_009,98223.68,2154
2024-09-09,DMA_010,115359.58,2442
2024-09-10,DMA_001,36703.39,688
2024-09-10,DMA_002,43976.7,943
2024-09-10,DMA_003,49269.91,902
2024-09-10,DMA_004,59992.06,1222
2024-09-10,DMA_005,65131.32,1440
2024-09-10,DMA_006,79720.13,1555
2024-09-10,DMA_007,86458.19,1918
2024-09-10,DMA_008,98394.66,1949
2024-09-10,DMA_009,101506.68,2102
2024-09-10,DMA_010,104487.48,2215
2024-09-11,DMA_001,36961.54,777
2024-09-11,DMA_002,41739.19,828
2024-09-11,DMA_003,48241.74,938
2024-09-11,DMA_004,62340.94,1143
2024-09-11,DMA_005,63122.5,1228
2024-09-11,DMA_006,75427.35,1376
2024-09-11,DMA_007,79950.03,1641
2024-09-11,DMA_008,94032.0,2045
2024-09-11,DMA_009,88789.08,1756
2024-09-11,DMA_010,106665.66,2293
2024-09-12,DMA_001,34946.13,722
2024-09-12,DMA_002,42869.98,880
2024-09-12,DMA_003,50909.81,1003
2024-09-12,DMA_004,53480.63,1004
2024-09-12,DMA_005,69372.34,1419
2024-09-12,DMA_006,78910.52,1441
2024-09-12,DMA_007,82288.66,1699
2024-09-12,DMA_008,96417.46,2141
2024-09-12,DMA_009,96325.46,2004
2024-09-12,DMA_010,107165.33,2281
2024-09-13,DMA_001,34074.56,645
2024-09-13,DMA_002,42491.96,926
2024-09-13,DMA_003,52050.85,1043
2024-09-13,DMA_004,59606.45,1127
2024-09-13,DMA_005,67397.39,1414
2024-09-13,DMA_006,77478.06,1713
2024-09-13,DMA_007,78472.34,1465
2024-09-13,DMA_008,89941.49,1699
2024-09-13,DMA_009,97576.36,1895
2024-09-13,DMA_010,108892.22,2263
2024-09-14,DMA_001,40027.99,871
2024-09-14,DMA_002,48251.54,935
2024-09-14,DMA_003,60639.78,1190
2024-09-14,DMA_004,71611.24,1499
2024-09-14,DMA_005,77781.4,1618
2024-09-14,DMA_006,86322.39,1844
2024-09-14,DMA_007,83130.41,1688
2024-09-14,DMA_008,97137.64,1904
2024-09-14,DMA_009,117870.41,2423
2024-09-14,DMA_010,123860.64,2731
2024-09-15,DMA_001,41268.16,769
2024-09-15,DMA_002,45108.01,943
2024-09-15,DMA_003,55575.44,1211
2024-09-15,DMA_004,71853.21,1565
2024-09-15,DMA_005,77431.14,1449
2024-09-15,DMA_006,80597.82,1764
2024-09-15,DMA_007,95930.77,1864
2024-09-15,DMA_008,101043.31,2087
2024-09-15,DMA_009,102483.96,2201
2024-09-15,DMA_010,126562.43,2812
2024-09-16,DMA_001,34405.17,643
2024-09-16,DMA_002,46210.99,871
2024-09-16,DMA_003,51114.67,1056
2024-09-16,DMA_004,57347.54,1060
2024-09-16,DMA_005,65125.75,1206
2024-09-16,DMA_006,73234.03,1480
2024-09-16,DMA_007,80068.24,1632
2024-09-16,DMA_008,86578.55,1579
2024-09-16,DMA_009,98830.49,1842
2024-09-16,DMA_010,112264.48,2368
2024-09-17,DMA_001,37308.85,799
2024-09-17,DMA_002,43451.79,865
2024-09-17,DMA_003,53895.32,1005
2024-09-17,DMA_004,57208.53,1234
2024-09-17,DMA_005,68558.21,1246
2024-09-17,DMA_006,79463.3,1634
2024-09-17,DMA_007,88897.56,1678
2024-09-17,DMA_008,80838.24,1623
2024-09-17,DMA_009,100659.92,2133
2024-09-17,DMA_010,104219.43,2248
2024-09-18,DMA_001,37711.67,707
2024-09-18,DMA_002,38864.65,833
2024-09-18,DMA_003,49670.58,947
2024-09-18,DMA_004,63066.65,1354
2024-09-18,DMA_005,65910.42,1238
2024-09-18,DMA_006,72429.71,1531
2024-09-18,DMA_007,83970.87,1537
2024-09-18,DMA_008,87196.43,1832
2024-09-18,DMA_009,106701.83,2199
2024-09-18,DMA_010,108912.82,2251
2024-09-19,DMA_001,33926.72,625
2024-09-19,DMA_002,47096.22,1013
2024-09-19,DMA_003,50450.95,1075
2024-09-19,DMA_004,58261.19,1183
2024-09-19,DMA_005,62337.24,1374
2024-09-19,DMA_006,70777.8,1392
2024-09-19,DMA_007,81659.08,1700
2024-09-19,DMA_008,93258.25,1802
2024-09-19,DMA_009,94055.37,1850
2024-09-19,DMA_010,100144.97,2105
2024-09-20,DMA_001,33663.54,715
2024-09-20,DMA_002,40411.52,868
2024-09-20,DMA_003,52265.18,952
2024-09-20,DMA_004,61170.24,1264
2024-09-20,DMA_005,64281.95,1351
2024-09-20,DMA_006,75310.83,1609
2024-09-20,DMA_007,74071.13,1503
2024-09-20,DMA_008,83875.22,1776
2024-09-20,DMA_009,98355.99,1868
2024-09-20,DMA_010,109844.28,2033
2024-09-21,DMA_001,41473.84,787
2024-09-21,DMA_002,45774.75,941
2024-09-21,DMA_003,56193.18,1192
2024-09-21,DMA_004,66205.94,1317
2024-09-21,DMA_005,72530.04,1492
2024-09-21,DMA_006,80686.34,1567
2024-09-21,DMA_007,88329.81,1776
2024-09-21,DMA_008,102592.8,2207
2024-09-21,DMA_009,116084.98,2317
2024-09-21,DMA_010,119496.91,2172
2024-09-22,DMA_001,37042.87,690
2024-09-22,DMA_002,47040.04,1003
2024-09-22,DMA_003,51288.66,941
2024-09-22,DMA_004,71149.16,1312
2024-09-22,DMA_005,78508.57,1661
2024-09-22,DMA_006,86588.79,1741
2024-09-22,DMA_007,92870.99,1806
2024-09-22,DMA_008,104122.66,2187
2024-09-22,DMA_009,101333.79,2225
2024-09-22,DMA_010,131898.74,2526
2024-09-23,DMA_001,35465.94,691
2024-09-23,DMA_002,40387.25,770
2024-09-23,DMA_003,54281.6,1108
2024-09-23,DMA_004,58785.89,1205
2024-09-23,DMA_005,70538.47,1348
2024-09-23,DMA_006,74299.64,1450
2024-09-23,DMA_007,87471.17,1703
2024-09-23,DMA_008,94701.94,1907
2024-09-23,DMA_009,94683.64,1758
2024-09-23,DMA_010,111345.23,2128
2024-09-24,DMA_001,32624.57,655
2024-09-24,DMA_002,46968.63,942
2024-09-24,DMA_003,46159.66,936
2024-09-24,DMA_004,61849.11,1275
2024-09-24,DMA_005,67288.71,1282
2024-09-24,DMA_006,77733.01,1576
2024-09-24,DMA_007,80980.2,1690
2024-09-24,DMA_008,94578.2,2082
2024-09-24,DMA_009,107556.19,2261
2024-09-24,DMA_010,106247.08,2192
2024-09-25,DMA_001,35248.13,655
2024-09-25,DMA_002,44797.81,990
2024-09-25,DMA_003,50887.49,1015
2024-09-25,DMA_004,58404.88,1208
2024-09-25,DMA_005,65781.89,1247
2024-09-25,DMA_006,74619.76,1518
2024-09-25,DMA_007,83427.53,1850
2024-09-25,DMA_008,92111.24,1758
2024-09-25,DMA_009,105707.68,2025
2024-09-25,DMA_010,108737.76,2068
2024-09-26,DMA_001,35355.95,660
2024-09-26,DMA_002,42445.3,927
2024-09-26,DMA_003,51937.88,1040
2024-09-26,DMA_004,59942.12,1154
2024-09-26,DMA_005,68073.95,1279
2024-09-26,DMA_006,73481.22,1361
2024-09-26,DMA_007,82384.74,1812
2024-09-26,DMA_008,90732.66,1957
2024-09-26,DMA_009,92892.89,1744
2024-09-26,DMA_010,109237.26,2266
2024-09-27,DMA_001,36813.45,751
2024-09-27,DMA_002,42451.63,844
2024-09-27,DMA_003,50442.89,1035
2024-09-27,DMA_004,57819.58,1086
2024-09-27,DMA_005,70214.67,1397
2024-09-27,DMA_006,78094.45,1611
2024-09-27,DMA_007,90193.73,1943
2024-09-27,DMA_008,93663.62,1883
2024-09-27,DMA_009,94651.54,1886
2024-09-27,DMA_010,111864.53,2275
2024-09-28,DMA_001,39128.27,851
2024-09-28,DMA_002,47581.34,942
2024-09-28,DMA_003,59446.5,1268
2024-09-28,DMA_004,66225.46,1456
2024-09-28,DMA_005,76611.23,1401
2024-09-28,DMA_006,78490.4,1728
2024-09-28,DMA_007,90189.49,1789
2024-09-28,DMA_008,103661.3,2012
2024-09-28,DMA_009,120814.27,2269
2024-09-28,DMA_010,133088.48,2689
2024-09-29,DMA_001,38937.39,778
2024-09-29,DMA_002,46547.92,873
2024-09-29,DMA_003,56361.32,1198
2024-09-29,DMA_004,69757.52,1492
2024-09-29,DMA_005,77707.79,1422
2024-09-29,DMA_006,86740.8,1595
2024-09-29,DMA_007,94771.8,1815
2024-09-29,DMA_008,105644.34,1933
2024-09-29,DMA_009,119242.49,2279
2024-09-29,DMA_010,115785.3,2198
2024-09-30,DMA_001,39943.4,744
2024-09-30,DMA_002,46006.78,975
2024-09-30,DMA_003,51932.9,1056
2024-09-30,DMA_004,66076.25,1225
2024-09-30,DMA_005,66639.58,1274
2024-09-30,DMA_006,73822.79,1490
2024-09-30,DMA_007,82793.58,1780
2024-09-30,DMA_008,98996.85,1927
2024-09-30,DMA_009,94809.58,1854
2024-09-30,DMA_010,104459.79,1954
2024-10-01,DMA_001,25479.75,466
2024-10-01,DMA_002,33605.16,647
2024-10-01,DMA_003,37898.01,816
2024-10-01,DMA_004,45346.07,913
2024-10-01,DMA_005,50901.19,1064
2024-10-01,DMA_006,59140.71,1312
2024-10-01,DMA_007,70445.84,1383
2024-10-01,DMA_008,73668.06,1606
2024-10-01,DMA_009,77117.05,1615
2024-10-01,DMA_010,89204.12,1897
2024-10-02,DMA_001,28040.83,535
2024-10-02,DMA_002,35494.14,669
2024-10-02,DMA_003,45139.51,943
2024-10-02,DMA_004,48032.18,876
2024-10-02,DMA_005,54453.27,1093
2024-10-02,DMA_006,60048.38,1313
2024-10-02,DMA_007,67002.72,1265
2024-10-02,DMA_008,72704.65,1468
2024-10-02,DMA_009,74950.16,1617
2024-10-02,DMA_010,82793.62,1800
2024-10-03,DMA_001,26840.14,541
2024-10-03,DMA_002,35997.02,673
2024-10-03,DMA_003,39792.3,809
2024-10-03,DMA_004,47174.27,930
2024-10-03,DMA_005,54110.37,1163
2024-10-03,DMA_006,60619.16,1314
2024-10-03,DMA_007,64226.0,1396
2024-10-03,DMA_008,74615.54,1506
2024-10-03,DMA_009,86344.16,1584
2024-10-03,DMA_010,81537.36,1774
2024-10-04,DMA_001,28350.03,593
2024-10-04,DMA_002,34410.24,637
2024-10-04,DMA_003,39316.22,758
2024-10-04,DMA_004,50328.53,919
2024-10-04,DMA_005,51826.6,969
2024-10-04,DMA_006,54311.5,1097
2024-10-04,DMA_007,68039.12,1403
2024-10-04,DMA_008,70189.04,1289
2024-10-04,DMA_009,79464.86,1516
2024-10-04,DMA_010,82448.99,1527
2024-10-05,DMA_001,29986.32,561
2024-10-05,DMA_002,40453.18,802
2024-10-05,DMA_003,43431.11,792
2024-10-05,DMA_004,55636.16,1087
2024-10-05,DMA_005,64875.93,1194
2024-10-05,DMA_006,68181.58,1433
2024-10-05,DMA_007,78140.97,1620
2024-10-05,DMA_008,80091.76,1691
2024-10-05,DMA_009,89383.54,1662
2024-10-05,DMA_010,93221.21,1955
2024-10-06,DMA_001,31978.84,603
2024-10-06,DMA_002,35930.02,712
2024-10-06,DMA_003,45661.26,851
2024-10-06,DMA_004,51583.47,1124
2024-10-06,DMA_005,67329.1,1225
2024-10-06,DMA_006,67814.28,1437
2024-10-06,DMA_007,74349.69,1631
2024-10-06,DMA_008,84540.96,1579
2024-10-06,DMA_009,87165.88,1626
2024-10-06,DMA_010,93835.65,1883
2024-10-07,DMA_001,30028.44,609
2024-10-07,DMA_002,33729.01,727
